ski_resort_name,city,country,longitude,latitude,rating,elevation_info,total_slopes,blue_slopes,red_slopes,black_slopes,total_lifts,total_big_gondolas,total_gondolas,total_chairlifts,total_t_bars,total_moving_carpets
Ski resort Rudnik Tršće,Ferbežari,Croatia,,,2.2 out of 5 stars,830 m - 1020 m (Difference 190 m),1.3,0.7,0.6,0.0,1.0,0,0,0,1,0
Ski resort Monte Fumaiolo – Le Balze,Balze di Verghereto,Italy,12.096037162109887,43.7766609,2.2 out of 5 stars,1285 m - 1368 m (Difference 83 m),1.0,0.4,0.6,0.0,1.0,0,0,0,1,0
Ski resort Nezdice na Šumavě,Nezdice na Šumavě,Czech Republic,13.6121491,49.1732446,2.2 out of 5 stars,668 m - 745 m (Difference 77 m),1.4,0.6,0.8,0.0,1.0,0,0,0,1,0
Ski resort Falken,Steibis,Germany,10.0234176,47.531017,2.2 out of 5 stars,1443 m - 1580 m (Difference 137 m),1.1,0.6,0.5,0.0,1.0,0,0,0,1,0
Ski resort Kolisty Groń – Zawoja,Zawoja,Poland,19.5579106,49.6600228,2.2 out of 5 stars,611 m - 770 m (Difference 159 m),1.4,0.8,0.6,0.0,1.0,0,0,0,1,0
Ski resort Storlappberget,Överkalix,Sweden,22.5,66.416667,2.2 out of 5 stars,173 m - 263 m (Difference 90 m),1.0,0.6,0.4,0.0,1.0,0,0,0,1,0
Ski resort Mladkov-Petrovičky,Mladkov,Czech Republic,16.6268908,50.0970072,2.2 out of 5 stars,590 m - 710 m (Difference 120 m),1.3,0.8,0.5,0.0,1.0,0,0,0,1,0
Ski resort Trollhöjden – Ullared,Ullared,Sweden,12.7155832,57.1360985,2.2 out of 5 stars,76 m - 134 m (Difference 58 m),1.1,0.7,0.4,0.0,1.0,0,0,0,1,0
Ski resort Icoana – Cavnic‎,,Romania,23.7187908,46.7674886,2.2 out of 5 stars,960 m - 1100 m (Difference 140 m),1.2,1.0,0.2,0.0,2.0,0,0,0,2,0
Ski resort Bigëll – Dardhë,Dardhë,Albania,20.1531206,42.1913381,2.2 out of 5 stars,1585 m - 1663 m (Difference 78 m),1.3,0.9,0.4,0.0,2.0,0,0,0,1,0
Ski resort Krpin – Begunje,Begunje na Gorenjskem,Slovenia,14.2035956,46.3765337,2.2 out of 5 stars,600 m - 720 m (Difference 120 m),1.0,0.5,0.5,0.0,1.0,0,0,0,1,0
Ski resort Nussbaumerlifte – Hof bei Salzburg,Hof bei Salzburg,Austria,13.2130752,47.8197109,2.2 out of 5 stars,756 m - 895 m (Difference 139 m),1.0,0.2,0.8,0.0,2.0,0,0,0,2,0
Ski resort Monte Corno – Lusiana,Monte Corno,Italy,7.4014677,44.2580191,2.2 out of 5 stars,1260 m - 1400 m (Difference 140 m),1.2,0.7,0.5,0.0,1.0,0,0,0,1,0
Ski resort Gwarek,Rybnica Leśna,Poland,16.281102,50.705571,2.2 out of 5 stars,771 m - 845 m (Difference 74 m),1.4,0.6,0.8,0.0,1.0,0,0,0,1,0
Ski resort Hirzenhain – Eiershäuser Hang,Hirzenhain,Germany,9.1257763,50.3992585,2.2 out of 5 stars,440 m - 560 m (Difference 120 m),1.4,1.0,0.4,0.0,1.0,0,0,0,1,0
Ski resort Colle de Lys,Viù,Italy,7.3758398,45.2391603,2.2 out of 5 stars,1320 m - 1410 m (Difference 90 m),1.0,0.2,0.8,0.0,1.0,0,0,0,1,0
Ski resort Vârtop,Vârtop,Romania,23.3486423,44.2062536,2.2 out of 5 stars,1041 m - 1400 m (Difference 359 m),1.4,0.4,1.0,0.0,2.0,0,0,0,2,0
Ski resort Sami Swoi – Gliczarów Dolny,Gliczarów Dolny,Poland,20.0372889,49.3710263,2.2 out of 5 stars,790 m - 910 m (Difference 120 m),1.6,0.9,0.7,0.0,1.0,0,0,0,1,0
Ski resort Golija – Odvarčenica,Odvraćenica,Serbia,20.3439898,43.2779436,2.2 out of 5 stars,1553 m - 1669 m (Difference 116 m),1.5,0.5,1.0,0.0,2.0,0,0,0,2,0
Ski resort Weardale Ski Club,Westgate,United Kingdom,1.3372108,51.3815773,2.2 out of 5 stars,550 m - 650 m (Difference 100 m),1.2,1.0,0.2,0.0,2.0,0,0,0,2,0
Ski resort Vrbno pod Pradědem,Vrbno pod Pradědem,Czech Republic,17.3831569,50.1209513,2.2 out of 5 stars,623 m - 906 m (Difference 283 m),1.5,0.8,0.7,0.0,2.0,0,0,0,2,0
Ski resort Viterliden,Kristineberg,Sweden,18.0041091,59.3325611,2.2 out of 5 stars,380 m - 474 m (Difference 94 m),1.0,0.6,0.4,0.0,1.0,0,0,0,1,0
Ski resort Kazimierz,Kazimierz Dolny,Poland,21.947372,51.3220058,2.2 out of 5 stars,150 m - 210 m (Difference 60 m),1.5,1.0,0.5,0.0,4.0,0,0,0,4,0
Ski resort Viševnik na Pokljuki,Pokljuka-Rudno polje,Slovenia,13.923863887887112,46.34589750000001,2.2 out of 5 stars,1370 m - 1575 m (Difference 205 m),1.1,0.5,0.6,0.0,2.0,0,0,0,2,0
Ski resort Busovača,Busovača,Bosnia and Herzegovina,17.8791295,44.0984764,2.2 out of 5 stars,1510 m - 1640 m (Difference 130 m),1.5,0.5,1.0,0.0,2.0,0,0,0,2,0
Ski resort Strelníky,Strelníky,Slovakia,19.3938069,48.7217604,2.2 out of 5 stars,700 m - 750 m (Difference 50 m),1.9,1.6,0.3,0.0,2.0,0,0,0,2,0
Ski resort Alpinlift – Hausen an der Lauchert (Trochtelfingen),Trochtelfingen,Germany,9.2448375,48.307755,2.2 out of 5 stars,750 m - 850 m (Difference 100 m),1.8,1.5,0.3,0.0,1.0,0,0,0,1,0
Ski resort Hohe Acht – Jammelshofen (Kaltenborn),Jammelshofen,Germany,7.0309673,50.3898705,2.2 out of 5 stars,510 m - 580 m (Difference 70 m),1.2,0.8,0.4,0.0,2.0,0,0,0,2,0
Ski resort Głodówka,Polana Głodówka,Poland,20.1159518,49.3014423,2.2 out of 5 stars,1055 m - 1120 m (Difference 65 m),1.0,0.6,0.4,0.0,3.0,0,0,0,3,0
Ski resort Szymkówka,Brzegi,Poland,20.40329,50.73997,2.2 out of 5 stars,894 m - 1020 m (Difference 126 m),1.2,0.8,0.4,0.0,2.0,0,0,0,2,0
Ski resort Lana Lift – Anras,Anras,Austria,12.5561701,46.7724023,2.2 out of 5 stars,1260 m - 1360 m (Difference 100 m),1.0,0.5,0.5,0.0,1.0,0,0,0,1,0
Ski resort Băişoara – Staţiunea Muntele Băişorii,Staţiunea Muntele Băişorii,Romania,,,2.2 out of 5 stars,1280 m - 1498 m (Difference 218 m),1.6,1.3,0.3,0.0,1.0,0,0,0,1,0
Ski resort Schneiderkopf – Buch,Buch,Austria,9.81819,47.4816032,2.2 out of 5 stars,725 m - 900 m (Difference 175 m),1.5,1.0,0.5,0.0,2.0,0,0,0,2,0
Ski resort Němčičky,Němčičky u Hustopečí,Czech Republic,16.830216006835574,48.93251275,2.2 out of 5 stars,180 m - 240 m (Difference 60 m),1.0,0.6,0.4,0.0,2.0,0,0,0,1,0
Ski resort Sägenhof – Urach,Urach,Germany,8.2494009,48.0054454,2.2 out of 5 stars,950 m - 1090 m (Difference 140 m),1.2,0.6,0.6,0.0,1.0,0,0,0,1,0
Ski resort Sonnenbichl – Bad Wiessee,Bad Wiessee,Germany,11.7254859,47.7128111,2.2 out of 5 stars,832 m - 1026 m (Difference 194 m),1.4,0.0,1.0,0.4,2.0,0,0,0,2,0
Ski resort Monte Poieto – Aviatico,Aviatico,Italy,9.7716558,45.8003072,2.2 out of 5 stars,(1020 m  -) 1197 m - 1375 m (Difference 178 m),1.7,1.1,0.6,0.0,2.0,0,1,0,1,0
Ski resort Rujište,Rujište,Bosnia and Herzegovina,17.9536506,43.418312,2.2 out of 5 stars,1052 m - 1175 m (Difference 123 m),1.1,0.6,0.5,0.0,1.0,0,0,0,1,0
Ski resort Ostružná – Řetězárna,Ostružná,Czech Republic,17.0516796,50.1849527,2.2 out of 5 stars,832 m - 930 m (Difference 98 m),1.1,0.6,0.5,0.0,1.0,0,0,0,1,0
Ski resort Velebno – Baške Oštarije,Baške Oštarije,Croatia,15.176032,44.5269422,2.2 out of 5 stars,923 m - 1030 m (Difference 107 m),1.3,0.8,0.5,0.0,2.0,0,0,0,2,0
Ski resort Ponikva,,North Macedonia,,,2.2 out of 5 stars,1300 m - 1650 m (Difference 350 m),1.3,0.6,0.7,0.0,2.0,0,0,0,2,0
Ski resort Böttental – Mehrstetten,Mehrstetten,Germany,9.568347,48.3759103,2.2 out of 5 stars,705 m - 750 m (Difference 45 m),0.8,0.4,0.2,0.2,1.0,0,0,0,1,0
Ski resort Schwarzenberg – Elstra,Talpenberg,Germany,14.1171934,51.2172314,2.2 out of 5 stars,300 m - 416 m (Difference 116 m),1.5,0.9,0.6,0.0,1.0,0,0,0,1,0
Ski resort Sandberg – Bopfingen,Bopfingen,Germany,10.3523096,48.8577633,2.2 out of 5 stars,530 m - 610 m (Difference 80 m),1.1,0.6,0.5,0.0,1.0,0,0,0,1,0
Ski resort Reiņa trase – Kalnzaki,,Latvia,,,2.2 out of 5 stars,65 m - 86 m (Difference 21 m),1.1,0.9,0.2,0.0,4.0,0,0,0,4,0
Indoor ski area Skidome Denmark – Randers (planned),Randers,Denmark,10.0425957,56.4355428,,10 m - 120 m (Difference 110 m),3.0,1.0,1.0,1.0,0.0,0,0,0,0,0
Ski resort Johanngeorgenstadt – Külliggut,Johanngeorgenstadt,Germany,12.7146849,50.4310567,2.2 out of 5 stars,767 m - 878 m (Difference 111 m),2.0,1.2,0.8,0.0,1.0,0,0,0,1,0
Ski resort Greising – Deggendorf,Greising,Germany,13.0282332,48.871501,2.2 out of 5 stars,730 m - 800 m (Difference 70 m),0.5,0.5,0.0,0.0,1.0,0,0,0,1,0
Ski resort Nádraží – Pernink,Pernink,Czech Republic,12.7837075,50.3656857,2.2 out of 5 stars,840 m - 930 m (Difference 90 m),2.0,1.2,0.8,0.0,3.0,0,0,0,1,0
Ski resort Oaza – Loucná nad Desnou,Loučná nad Desnou,Czech Republic,17.0904492,50.0716024,2.2 out of 5 stars,492 m - 606 m (Difference 114 m),1.3,0.9,0.4,0.0,4.0,0,0,0,3,0
Ski resort Kvasejovice,Kvasejovice,Czech Republic,14.4918381,49.573215,2.2 out of 5 stars,484 m - 577 m (Difference 93 m),1.4,0.9,0.5,0.0,3.0,0,0,0,2,0
Ski resort Tornimäki – Mikkeli,Mikkeli,Finland,27.2726569,61.6877956,2.2 out of 5 stars,80 m - 130 m (Difference 50 m),1.0,0.7,0.3,0.0,3.0,0,0,0,2,0
Ski resort Lázeňský vrch – Lipová Lázně,Lipová-Lázně,Czech Republic,17.1404453,50.2277696,2.2 out of 5 stars,504 m - 604 m (Difference 100 m),1.4,0.9,0.5,0.0,3.0,0,0,0,2,0
Ski resort Kongstind – Svolvær,Svolvær,Norway,14.5646019,68.2321709,2.2 out of 5 stars,18 m - 313 m (Difference 295 m),1.1,0.1,1.0,0.0,2.0,0,0,0,1,0
Ski resort U Sachovy studánky,Horní Bečva,Czech Republic,18.2885902,49.4321611,2.2 out of 5 stars,640 m - 750 m (Difference 110 m),1.1,0.9,0.2,0.0,5.0,0,0,0,3,0
Ski resort Sachrang,Sachrang,Germany,12.2631336,47.6911052,2.2 out of 5 stars,731 m - 823 m (Difference 92 m),3.0,3.0,0.0,0.0,7.0,0,0,0,1,1
Ski resort Krasnaya Gorka – Melekhovo,Melekhovo,Central Russia,41.374245,54.425102,2.2 out of 5 stars,103 m - 157 m (Difference 54 m),1.7,1.4,0.3,0.0,4.0,0,0,0,3,0
Ski resort Kareš,Loučná nad Desnou,Czech Republic,17.0904492,50.0716024,2.2 out of 5 stars,555 m - 650 m (Difference 95 m),1.0,0.3,0.7,0.0,4.0,0,0,0,3,0
Ski resort Kubova Huť,Kubova Huť,Czech Republic,13.7718229,48.9832252,2.2 out of 5 stars,981 m - 1096 m (Difference 115 m),1.8,0.8,1.0,0.0,3.0,0,0,0,2,0
Ski resort Regetovka,Regetovka,Slovakia,21.27048141447345,49.4295161,2.2 out of 5 stars,520 m - 720 m (Difference 200 m),1.4,0.8,0.6,0.0,4.0,0,0,0,2,0
Ski resort Brodok – Poráč,Poráč,Slovakia,20.7241002,48.8840406,2.2 out of 5 stars,674 m - 810 m (Difference 136 m),1.3,0.1,1.2,0.0,3.0,0,0,0,2,0
Ski resort Mont des Brumes,Ruy,Belgium,5.9018129,50.4378296,2.2 out of 5 stars,350 m - 530 m (Difference 180 m),1.1,0.2,0.9,0.0,3.0,0,0,0,2,0
Ski resort Waldhäuser (Neuschönau),Waldhäuser,Germany,8.2871014,48.2475727,2.2 out of 5 stars,850 m - 1040 m (Difference 190 m),1.5,1.0,0.5,0.0,3.0,0,0,0,2,0
Ski resort Biocel Zlatník,Krásná pod Lysou horou,Czech Republic,18.472975569565094,49.56357765,2.2 out of 5 stars,646 m - 726 m (Difference 80 m),1.2,0.3,0.9,0.0,3.0,0,0,0,2,0
Ski resort Bodental – Unterbergen (Ferlach),Bodental,Austria,14.2286446,46.4786829,2.2 out of 5 stars,1010 m - 1155 m (Difference 145 m),1.0,0.5,0.5,0.0,4.0,0,0,0,2,0
Ski resort Zdobnice,Zdobnice,Czech Republic,16.407906,50.2381063,2.2 out of 5 stars,597 m - 728 m (Difference 131 m),1.9,1.2,0.7,0.0,6.0,0,0,0,3,1
Ski resort xPark Františkov – Jindřichov,Jindřichov,Czech Republic,16.9849011,50.0957942,2.2 out of 5 stars,546 m - 641 m (Difference 95 m),1.6,0.9,0.7,0.0,2.0,0,0,0,1,0
Ski resort Aš,Aš,Czech Republic,12.1895886,50.2216257,2.2 out of 5 stars,620 m - 750 m (Difference 130 m),1.8,1.0,0.8,0.0,3.0,0,0,0,2,0
Ski resort Pyšná,Pyšná,Czech Republic,13.4373902,50.5456908,2.2 out of 5 stars,613 m - 745 m (Difference 132 m),1.0,0.7,0.3,0.0,3.0,0,0,0,2,0
Ski resort Razula,Leskové,Czech Republic,18.357156,49.3710051,2.2 out of 5 stars,580 m - 782 m (Difference 202 m),1.0,0.2,0.8,0.0,3.0,0,0,0,2,0
Ski resort Oberberg – Weiler-Simmerberg,Simmerberg,Germany,10.3618288,47.8476572,2.2 out of 5 stars,740 m - 875 m (Difference 135 m),1.3,0.9,0.4,0.0,3.0,0,0,0,2,0
Ski resort Hochsträßlifts – Oberreute,Oberreute,Germany,9.9441149,47.5636051,2.2 out of 5 stars,850 m - 927 m (Difference 77 m),1.3,1.0,0.3,0.0,3.0,0,0,0,2,0
Ski resort Steinberg am Rofan,Steinberg am Rofan,Austria,11.7964984,47.5150931,2.2 out of 5 stars,1050 m - 1250 m (Difference 200 m),1.0,0.3,0.7,0.0,3.0,0,0,0,2,0
Ski resort Väsjöbacken – Sollentuna,Sollentuna,Sweden,17.9500556,59.4293164,2.2 out of 5 stars,31 m - 86 m (Difference 55 m),1.5,0.8,0.7,0.0,7.0,0,0,0,6,0
Ski resort Stupava,Stupava,Czech Republic,17.2486589,49.1171666,2.2 out of 5 stars,350 m - 440 m (Difference 90 m),1.7,0.3,1.4,0.0,4.0,0,0,0,3,0
Ski resort Schanze – Schmallenberg,Schanze,Germany,7.2012245,51.0244162,2.2 out of 5 stars,640 m - 720 m (Difference 80 m),1.0,0.6,0.4,0.0,2.0,0,0,0,1,0
Ski resort Fischbach (Schluchsee),Fischbach (Schluchsee),Germany,8.168220208526126,47.84668805,2.2 out of 5 stars,1020 m - 1150 m (Difference 130 m),1.1,0.1,1.0,0.0,2.0,0,0,0,1,0
Ski resort La Quillane,La Llagonne,France,2.1217099,42.5256432,2.2 out of 5 stars,1705 m - 1812 m (Difference 107 m),2.5,2.5,0.0,0.0,5.0,0,0,0,2,0
Ski resort Hittisberg – Hittisau,Hittisau,Austria,9.9598311,47.4575826,2.2 out of 5 stars,800 m - 1000 m (Difference 200 m),1.9,1.0,0.9,0.0,2.0,0,0,0,1,0
Ski resort Mustavuori – Tampere,Tampere,Finland,23.7603118,61.4980214,2.2 out of 5 stars,82 m - 156 m (Difference 74 m),1.0,0.4,0.6,0.0,3.0,0,0,0,2,0
Ski resort Kaustinen,Kaustinen,Finland,23.6964967,63.5490486,2.2 out of 5 stars,74 m - 104 m (Difference 30 m),1.2,1.0,0.2,0.0,3.0,0,0,0,2,0
Ski resort Engländerlifts – Jakobsthal,Jakobsthal,Germany,9.322145,50.0517558,2.2 out of 5 stars,420 m - 500 m (Difference 80 m),2.2,2.2,0.0,0.0,3.0,0,0,0,2,0
Ski resort Wieżyca-Koszałkowo – Szymbark,Wieżyca,Poland,16.1245827,52.5633404,2.2 out of 5 stars,190 m - 235 m (Difference 45 m),1.1,0.5,0.6,0.0,6.0,0,0,0,4,0
Ski resort Podstolice,Podstolice,Poland,21.48624,51.69942,2.2 out of 5 stars,288 m - 353 m (Difference 65 m),1.3,0.9,0.4,0.0,3.0,0,0,0,2,0
Ski resort Kalteck – Achslach,Kalteck,Germany,12.9202461,48.9408118,2.2 out of 5 stars,740 m - 897 m (Difference 157 m),1.4,0.6,0.8,0.0,2.0,0,0,0,1,0
Ski resort Rąblów,Rąblów,Poland,22.0855361,51.3086849,2.2 out of 5 stars,155 m - 210 m (Difference 55 m),1.2,0.5,0.7,0.0,5.0,0,0,0,4,0
Ski resort Ak Yort – Ufa,Ufa (Уфа),Volga Federal District,55.947499,54.7261409,2.2 out of 5 stars,97 m - 177 m (Difference 80 m),1.0,0.7,0.3,0.0,3.0,0,0,0,2,0
Ski resort Sněžník/​Návrší – Stříbrnice,Stríbrnice,Czech Republic,17.2460626,49.3284539,2.2 out of 5 stars,650 m - 870 m (Difference 220 m),1.4,0.9,0.5,0.0,3.0,0,0,0,2,0
Ski resort Batorz,Batorz,Poland,22.49271,50.8494606,2.2 out of 5 stars,240 m - 290 m (Difference 50 m),1.0,0.5,0.5,0.0,3.0,0,0,0,2,0
Ski resort Kazkova Polyana,Polyana (Поляна),Ukraine,34.1276533,45.4737135,2.2 out of 5 stars,299 m - 356 m (Difference 57 m),1.0,0.3,0.7,0.0,3.0,0,0,0,2,0
Ski resort Olešnice na Moravě,Olešnice na Moravě,Czech Republic,16.416696190359716,49.565807750000005,2.2 out of 5 stars,560 m - 663 m (Difference 103 m),1.1,0.6,0.5,0.0,3.0,0,0,0,2,0
Ski resort Chlmec Skipark,Chlmec,Slovakia,17.1109319,48.1970535,2.2 out of 5 stars,302 m - 495 m (Difference 193 m),1.5,0.4,1.1,0.0,5.0,0,0,0,4,0
Ski resort Klepáčov,Sobotín,Czech Republic,17.090751,50.0117002,2.2 out of 5 stars,740 m - 860 m (Difference 120 m),1.2,0.3,0.9,0.0,5.0,0,0,0,4,0
Ski resort Vučje,,Montenegro,,,2.2 out of 5 stars,1370 m - 1530 m (Difference 160 m),1.2,0.2,1.0,0.0,3.0,0,0,0,2,0
Ski resort La Lorette – Bourg-Saint-Pierre,Bourg-St-Pierre,Switzerland,7.2088271,45.9489252,2.2 out of 5 stars,1550 m - 1600 m (Difference 50 m),1.0,1.0,0.0,0.0,1.0,0,0,0,1,0
Ski resort Föhrlimatt – Wegenstetten,Wegenstetten,Switzerland,7.9337595,47.4995108,2.2 out of 5 stars,500 m - 575 m (Difference 75 m),1.0,1.0,0.0,0.0,1.0,0,0,0,1,0
Ski resort Kleinlobming,Kleinlobming,Austria,14.8472093,47.1510438,2.2 out of 5 stars,764 m - 1000 m (Difference 236 m),1.0,0.2,0.8,0.0,2.0,0,0,0,1,0
Ski resort Vögelinsegg – Speicher,Speicher,Switzerland,9.4424912,47.4126429,2.2 out of 5 stars,970 m - 1030 m (Difference 60 m),1.0,1.0,0.0,0.0,1.0,0,0,0,1,0
Ski resort Umanbacken,Storuman,Sweden,16.416667,65.4,2.2 out of 5 stars,405 m - 495 m (Difference 90 m),1.5,1.5,0.0,0.0,1.0,0,0,0,1,0
Ski resort Nové Hutě,Nové Hutě,Czech Republic,13.6456576,49.0386948,2.2 out of 5 stars,885 m - 1020 m (Difference 135 m),1.2,1.2,0.0,0.0,5.0,0,0,0,5,0
Ski resort Kalli,Keminmaa,Finland,24.5208776,65.803014,2.2 out of 5 stars,19 m - 50 m (Difference 31 m),1.5,1.5,0.0,0.0,1.0,0,0,0,1,0
Ski resort La Baitina,Druogno,Italy,8.4342016,46.1351172,2.2 out of 5 stars,830 m - 909 m (Difference 79 m),1.0,1.0,0.0,0.0,2.0,0,0,0,1,0
Ski resort Péra – Trun,Campliun,Switzerland,8.9730692,46.7409632,2.2 out of 5 stars,920 m - 1040 m (Difference 120 m),1.2,1.2,0.0,0.0,1.0,0,0,0,1,0
Ski resort Švýcarská Bouda – Abertamy,Abertamy,Czech Republic,12.8182601,50.3687443,2.2 out of 5 stars,874 m - 967 m (Difference 93 m),1.2,1.2,0.0,0.0,1.0,0,0,0,1,0
Ski resort Großerlach,Großerlach,Germany,9.5164159,49.054304,2.2 out of 5 stars,488 m - 548 m (Difference 60 m),1.1,1.1,0.0,0.0,1.0,0,0,0,1,0
Ski resort Johannisberg – Freudenberg,Freudenberg (Oberpfalz),Germany,11.4392989,49.2769574,2.2 out of 5 stars,433 m - 535 m (Difference 102 m),1.2,1.2,0.0,0.0,1.0,0,0,0,1,0
Ski resort Bad-Lifte – Eisenbach,Eisenbach,Germany,8.2710482,47.9624362,2.2 out of 5 stars,947 m - 1018 m (Difference 71 m),1.0,1.0,0.0,0.0,2.0,0,0,0,2,0
Ski resort Lüina – Airolo,Airolo,Switzerland,8.6086045,46.5290309,2.2 out of 5 stars,1180 m - 1250 m (Difference 70 m),1.0,1.0,0.0,0.0,2.0,0,0,0,1,0
Ski resort Téléconthey – Mayens de Conthey,Daillon,Switzerland,7.3053073,46.2558542,2.2 out of 5 stars,1281 m - 1439 m (Difference 158 m),1.0,1.0,0.0,0.0,1.0,0,0,0,1,0
Ski resort Dobellifts – Schönwald im Schwarzwald,Schönwald im Schwarzwald,Germany,8.19519437965777,48.10576825,2.2 out of 5 stars,988 m - 1058 m (Difference 70 m),1.0,1.0,0.0,0.0,2.0,0,0,0,2,0
Ski resort Schwellbrunn,Schwellbrunn,Switzerland,9.2491335,47.352345,2.2 out of 5 stars,1022 m - 1084 m (Difference 62 m),1.0,1.0,0.0,0.0,1.0,0,0,0,1,0
Ski resort Mathon,Mathon,Austria,10.239169624363784,46.9882721,2.2 out of 5 stars,1450 m - 1490 m (Difference 40 m),1.0,1.0,0.0,0.0,1.0,0,0,0,1,0
Ski resort Montmin,Montmin,France,6.268725798089025,45.8010551,2.2 out of 5 stars,1110 m - 1195 m (Difference 85 m),1.5,1.5,0.0,0.0,2.0,0,0,0,2,0
Ski resort Gasse – Ridnaun,Ridnaun (Ridanna),Italy,11.3055851,46.9099255,2.2 out of 5 stars,1386 m - 1484 m (Difference 98 m),1.1,1.1,0.0,0.0,1.0,0,0,0,1,0
Ski resort Frymburk – Svatá Marta,Frymburk,Czech Republic,13.7072713,49.2495528,2.2 out of 5 stars,736 m - 835 m (Difference 99 m),1.3,1.3,0.0,0.0,1.0,0,0,0,1,0
Ski resort Königswalde,Königswalde,Germany,13.050038822979811,50.53395345,2.2 out of 5 stars,564 m - 682 m (Difference 118 m),1.2,1.2,0.0,0.0,2.0,0,0,0,2,0
Ski resort St. Magdalena (Gsies/​Valle di Casies),Gsies (Valle de Casies),Italy,12.2073646,46.7951623,2.2 out of 5 stars,1444 m - 1679 m (Difference 235 m),1.5,1.5,0.0,0.0,1.0,0,0,0,1,0
Ski resort Stokinger – Freudenstadt-Lauterbad,Lauterbad,Germany,8.4348495,48.4443453,2.2 out of 5 stars,660 m - 791 m (Difference 131 m),1.1,0.2,0.9,0.0,2.0,0,0,0,1,0
Ski resort Åslia Skisenter,Maura,Norway,11.0319267,60.2583019,2.2 out of 5 stars,205 m - 355 m (Difference 150 m),1.0,1.0,0.0,0.0,1.0,0,0,0,1,0
Ski resort Strutsabacken – Huskvarna,Huskvarna,Sweden,14.2739261,57.7918701,2.2 out of 5 stars,150 m - 241 m (Difference 91 m),1.5,0.0,1.5,0.0,1.0,0,0,0,1,0
Ski resort Yakhroma Park,Zhivotino (Животино),Central Russia,,,2.2 out of 5 stars,140 m - 186 m (Difference 46 m),1.8,1.4,0.4,0.0,5.0,0,0,0,4,0
Ski resort Nocksteinlifte – Koppl,Koppl,Austria,13.1554315,47.8078354,2.2 out of 5 stars,694 m - 795 m (Difference 101 m),1.0,1.0,0.0,0.0,2.0,0,0,0,2,0
Ski resort Riedlberg – Drachselsried,Riedlberg,Germany,12.161692804640031,47.7228379,,715 m - 850 m (Difference 135 m),1.3,0.8,0.5,0.0,2.0,0,0,0,1,0
Ski resort Jakubkova Lúka,Vysoké Tatry,Slovakia,20.2304461,49.1406908,2.2 out of 5 stars,1000 m - 1200 m (Difference 200 m),1.0,1.0,0.0,0.0,2.0,0,0,0,2,0
Ski resort U Bambuchu,Velké Karlovice,Czech Republic,18.2835533,49.3606361,2.2 out of 5 stars,530 m - 697 m (Difference 167 m),1.5,1.0,0.5,0.0,3.0,0,0,0,2,0
Ski resort Treffelhausen – Böhmenkirch,Treffelhausen,Germany,9.8912127,48.6908779,2.2 out of 5 stars,648 m - 705 m (Difference 57 m),1.0,1.0,0.0,0.0,3.0,0,0,0,3,0
Ski resort Zederhaus,Rothenwand,Austria,13.4729477,47.1654332,2.2 out of 5 stars,1256 m - 1390 m (Difference 134 m),1.0,1.0,0.0,0.0,1.0,0,0,0,1,0
Ski resort Tesák,Chvalčov,Czech Republic,17.711486,49.389182,2.2 out of 5 stars,680 m - 720 m (Difference 40 m),1.2,1.2,0.0,0.0,2.0,0,0,0,2,0
Ski resort Zlatá Olešnice,Zlatá Olešnice,Czech Republic,15.944775,50.6179098,2.2 out of 5 stars,520 m - 650 m (Difference 130 m),1.8,0.8,1.0,0.0,2.0,0,0,0,1,0
Ski resort Kornberg,Schwarzenbach a.d. Saale,Germany,11.935053742949703,50.20325075,2.2 out of 5 stars,708 m - 825 m (Difference 117 m),1.5,1.5,0.0,0.0,2.0,0,0,0,1,1
Ski resort Buchserberg-Malbun – Buchs,Buchs,Switzerland,9.4764086,47.1627634,2.2 out of 5 stars,1379 m - 1485 m (Difference 106 m),1.2,1.2,0.0,0.0,1.0,0,0,0,1,0
Ski resort Stoaninger Alm – Schönau im Mühlkreis,Schönau im Mühlkreis,Austria,14.7291061,48.3942053,2.2 out of 5 stars,722 m - 814 m (Difference 92 m),1.2,1.2,0.0,0.0,1.0,0,0,0,1,0
Dry slopes Loisinord – Noeux-Les-Mines,Nœux-les-Mines,France,2.6620888,50.4808898,2.2 out of 5 stars,44 m - 114 m (Difference 70 m),0.5,0.3,0.1,0.1,1.0,0,0,0,1,0
Ski resort Passo Forcora – Monte Cadrigna,Passo Forcora,Italy,8.7768713,46.075994,2.2 out of 5 stars,1179 m - 1304 m (Difference 125 m),1.0,1.0,0.0,0.0,1.0,0,0,0,1,0
Ski resort Hätzingen – Loh,Hätzingen,Switzerland,9.0376862,46.9612205,2.2 out of 5 stars,615 m - 701 m (Difference 86 m),1.0,1.0,0.0,0.0,1.0,0,0,0,1,0
Ski resort Skarslia,Ål,Norway,8.503740458963836,60.69726555,2.2 out of 5 stars,895 m - 1074 m (Difference 179 m),1.1,0.0,1.1,0.0,2.0,0,0,0,2,0
Ski resort Chuderhüsi – Röthenbach,Gauchern,Switzerland,7.7195335,46.8724971,2.2 out of 5 stars,1018 m - 1091 m (Difference 73 m),1.0,1.0,0.0,0.0,1.0,0,0,0,1,0
Ski resort Fjellsyn,Dalholen,Norway,9.8179567,62.17458,2.2 out of 5 stars,748 m - 848 m (Difference 100 m),1.2,1.2,0.0,0.0,1.0,0,0,0,1,0
